model_key,policy,mode,transform,dataset,kind,status,weight
qwen25vl_32b,default,image_text_image_text,baseline,VisualPuzzles,baseline,reuse_full,2452.80
qwen25vl_32b,default,image_text_image_text,baseline,AI2D_TEST,baseline,reuse_full,6484.80
qwen25vl_32b,default,image_text_image_text,baseline,OCRBench,baseline,reuse_full,2100.00
qwen25vl_32b,default,image_text_image_text,baseline,SEEDBench2_Plus,baseline,reuse_full,4781.70
qwen25vl_32b,default,image_text_image_text,baseline,MathVista_MINI,baseline,reuse_full,2100.00
qwen25vl_32b,default,image_text_image_text,baseline,VisuLogic,baseline,reuse_full,2100.00
qwen25vl_32b,default,image_text_image_text,baseline,MMMU_DEV_VAL,baseline,reuse_full,2205.00
qwen25vl_32b,default,image_text_image,mask10_white,DynaMath,replace,reuse_full,10020.00
qwen25vl_32b,default,image_text_image,mask10_white,MathVision,replace,reuse_full,6080.00
qwen25vl_32b,default,image_text_image,mask10_white,LogicVista,replace,reuse_full,894.00
qwen25vl_32b,default,image_text_image,mask10_white,VisualPuzzles,replace,reuse_full,2336.00
qwen25vl_32b,default,image_text_image,mask10_white,AI2D_TEST,replace,reuse_full,6176.00
qwen25vl_32b,default,image_text_image,mask10_white,OCRBench,replace,reuse_full,2000.00
qwen25vl_32b,default,image_text_image,mask10_white,SEEDBench2_Plus,replace,reuse_full,4554.00
qwen25vl_32b,default,image_text_image,mask10_white,MathVista_MINI,replace,reuse_full,2000.00
qwen25vl_32b,default,image_text_image,mask10_white,VisuLogic,replace,reuse_full,2000.00
qwen25vl_32b,default,image_text_image,mask20_white,DynaMath,replace,reuse_full,10020.00
qwen25vl_32b,default,image_text_image,mask20_white,MathVision,replace,reuse_full,6080.00
qwen25vl_32b,default,image_text_image,mask20_white,LogicVista,replace,reuse_full,894.00
qwen25vl_32b,default,image_text_image,mask20_white,VisualPuzzles,replace,reuse_full,2336.00
qwen25vl_32b,default,image_text_image,mask20_white,AI2D_TEST,replace,reuse_full,6176.00
qwen25vl_32b,default,image_text_image,mask20_white,OCRBench,replace,reuse_full,2000.00
qwen25vl_32b,default,image_text_image,mask20_white,SEEDBench2_Plus,replace,reuse_full,4554.00
qwen25vl_32b,default,image_text_image,mask20_white,MathVista_MINI,replace,reuse_full,2000.00
qwen25vl_32b,default,image_text_image,mask20_white,VisuLogic,replace,reuse_full,2000.00
qwen25vl_32b,default,image_text_image,blank,DynaMath,replace,reuse_full,10020.00
qwen25vl_32b,default,image_text_image,blank,MathVision,replace,reuse_full,6080.00
qwen25vl_32b,default,image_text_image,blank,LogicVista,replace,reuse_full,894.00
qwen25vl_32b,default,image_text_image,blank,VisualPuzzles,replace,reuse_full,2336.00
qwen25vl_32b,default,image_text_image,blank,AI2D_TEST,replace,reuse_full,6176.00
qwen25vl_32b,default,image_text_image,blank,OCRBench,replace,reuse_full,2000.00
qwen25vl_32b,default,image_text_image,blank,SEEDBench2_Plus,replace,reuse_full,4554.00
qwen25vl_32b,default,image_text_image,blank,MathVista_MINI,replace,reuse_full,2000.00
qwen25vl_32b,default,image_text_image,blank,VisuLogic,replace,reuse_full,2000.00
qwen25vl_32b,default,image_text_image,rotate180,DynaMath,replace,reuse_full,10020.00
qwen25vl_32b,default,image_text_image,rotate180,MathVision,replace,reuse_full,6080.00
qwen25vl_32b,default,image_text_image,rotate180,LogicVista,replace,reuse_full,894.00
qwen25vl_32b,default,image_text_image,rotate180,VisualPuzzles,replace,reuse_full,2336.00
qwen25vl_32b,default,image_text_image,rotate180,AI2D_TEST,replace,reuse_full,6176.00
qwen25vl_32b,default,image_text_image,rotate180,OCRBench,replace,reuse_full,2000.00
qwen25vl_32b,default,image_text_image,rotate180,SEEDBench2_Plus,replace,reuse_full,4554.00
qwen25vl_32b,default,image_text_image,rotate180,MathVista_MINI,replace,reuse_full,2000.00
qwen25vl_32b,default,image_text_image,rotate180,VisuLogic,replace,reuse_full,2000.00
qwen25vl_32b,default,image_text_image,zoom_1p5_uncropped,DynaMath,replace,reuse_full,10020.00
qwen25vl_32b,default,image_text_image,zoom_1p5_uncropped,MathVision,replace,reuse_full,6080.00
qwen25vl_32b,default,image_text_image,zoom_1p5_uncropped,LogicVista,replace,reuse_full,894.00
qwen25vl_32b,default,image_text_image,zoom_1p5_uncropped,VisualPuzzles,replace,reuse_full,2336.00
qwen25vl_32b,default,image_text_image,zoom_1p5_uncropped,AI2D_TEST,replace,reuse_full,6176.00
qwen25vl_32b,default,image_text_image,zoom_1p5_uncropped,OCRBench,replace,reuse_full,2000.00
qwen25vl_32b,default,image_text_image,zoom_1p5_uncropped,SEEDBench2_Plus,replace,reuse_full,4554.00
qwen25vl_32b,default,image_text_image,zoom_1p5_uncropped,MathVista_MINI,replace,reuse_full,2000.00
qwen25vl_32b,default,image_text_image,zoom_1p5_uncropped,VisuLogic,replace,reuse_full,2000.00
